,y
254,0.8799992571085383
255,1.0531204454591228
256,1.1757997790344021
257,1.221954662130563
258,1.1724668354033445
259,1.0196034872982227
260,0.7697160006367707
261,0.44854634433580426
262,0.11542913883743686
263,-0.1417276249997607
264,-0.3579656269406133
265,-0.6256939012272535
266,-0.9364280168903798
267,-1.2758513987411555
268,-1.5876713111969485
269,-1.8194033769783822
270,-1.931869299904927
271,-1.9071587112101678
272,-1.7442310672341084
273,-1.453874012173844
274,-1.0535534565214517
275,-0.5633962678294894
276,-0.011341679323642606
277,0.4792737556543972
278,0.6846387144448437
279,0.8799992571085384
280,1.0531204454591205
281,1.1757997790344008
282,1.2219546621305637
283,1.1724668354033416
284,1.0196034872982171
285,0.7697160006367627
286,0.44854634433579493
287,0.11542913883742846
288,-0.14172762499975236
289,-0.35796562694060785
290,-0.6256939012272447
291,-0.9364280168903707
292,-1.2758513987411457
293,-1.5876713111969405
294,-1.819403376978376
295,-1.9318692999049207
296,-1.9071587112101605
297,-1.744231067234109
298,-1.4538740121738507
299,-1.0535534565214626
300,-0.5633962678295036
301,-0.011341679323658288
302,0.47927375565438723
303,0.6846387144448385
304,0.8799992571085327
305,1.0531204454591205
306,1.1757997790344008
307,1.2219546621305624
308,1.1724668354033443
309,1.019603487298223
310,0.7697160006367711
311,0.4485463443358049
312,0.11542913883743744
313,-0.1417276249997462
314,-0.3579656269406008
315,-0.6256939012272478
316,-0.9364280168903732
317,-1.2758513987411506
318,-1.5876713111969443
319,-1.819403376978379
320,-1.9318692999049252
321,-1.907158711210167
322,-1.7442310672341184
323,-1.4538740121738625
324,-1.0535534565214768
325,-0.5633962678295197
326,-0.011341679323675163
327,0.47927375565438946
328,0.6846387144448334
329,0.8799992571085354
330,1.053120445459114
331,1.1757997790343981
332,1.2219546621305595
333,1.172466835403346
334,1.0196034872982191
335,0.7697160006367757
336,0.4485463443358001
337,0.11542913883744388
338,-0.1417276249997535
339,-0.3579656269405928
340,-0.6256939012272427
341,-0.9364280168903549
342,-1.2758513987411393
343,-1.5876713111969354
344,-1.819403376978373
345,-1.931869299904919
346,-1.9071587112101673
347,-1.744231067234113
348,-1.453874012173866
349,-1.0535534565214721
350,-0.5633962678295241
351,-0.011341679323671028
352,0.4792737556543839
353,0.6846387144448383
354,0.8799992571085398
355,1.053120445459118
356,1.1757997790344004
357,1.2219546621305646
358,1.1724668354033454
359,1.019603487298233
360,0.7697160006367758
361,0.4485463443358072
362,0.11542913883743833
363,-0.14172762499975994
364,-0.3579656269405991
365,-0.6256939012272508
366,-0.9364280168903639
367,-1.2758513987411484
368,-1.5876713111969378
369,-1.819403376978376
370,-1.9318692999049227
371,-1.9071587112101658
372,-1.744231067234118
373,-1.4538740121738627
374,-1.0535534565214637
375,-0.563396267829512
376,-0.011341679323657039
377,0.47927375565438063
378,0.6846387144448433
379,0.8799992571085368
380,1.0531204454591196
381,1.1757997790344001
382,1.2219546621305635
383,1.172466835403348
384,1.0196034872982296
385,0.7697160006367689
386,0.44854634433581153
387,0.1154291388374323
388,-0.14172762499975217
389,-0.35796562694060663
390,-0.6256939012272437
391,-0.9364280168903694
392,-1.2758513987411444
393,-1.5876713111969392
394,-1.8194033769783762
395,-1.9318692999049254
396,-1.9071587112101636
397,-1.7442310672341117
398,-1.4538740121738534
399,-1.053553456521465
400,-0.563396267829506
401,-0.01134167932366073
402,0.47927375565438585
403,0.6846387144448379
404,0.879999257108532
405,1.0531204454591154
406,1.1757997790343988
407,1.2219546621305613
408,1.1724668354033443
409,1.0196034872982236
410,0.7697160006367723
411,0.4485463443358062
412,0.11542913883743863
413,-0.14172762499974537
414,-0.35796562694059986
415,-0.6256939012272467
416,-0.9364280168903719
417,-1.2758513987411495
418,-1.5876713111969432
419,-1.8194033769783786
420,-1.9318692999049252
421,-1.9071587112101676
422,-1.7442310672341192
423,-1.453874012173864
424,-1.0535534565214648
425,-0.5633962678295134
426,-0.011341679323658371
427,0.47927375565439234
428,0.6846387144448428
429,0.8799992571085371
430,1.0531204454591196
431,1.1757997790344004
432,1.2219546621305637
433,1.1724668354033425
434,1.0196034872982276
435,0.7697160006367684
436,0.44854634433581175
437,0.11542913883743283
438,-0.14172762499975175
439,-0.35796562694060613
440,-0.6256939012272432
441,-0.9364280168903687
442,-1.27585139874115
443,-1.587671311196941
444,-1.8194033769783773
445,-1.931869299904926
446,-1.907158711210164
447,-1.744231067234123
448,-1.45387401217386
449,-1.0535534565214697
450,-0.5633962678295096
451,-0.011341679323649656
452,0.47927375565438785
453,0.6846387144448478
454,0.879999257108534
455,1.0531204454591212
456,1.1757997790344001
457,1.2219546621305624
458,1.172466835403351
459,1.0196034872982267
460,0.7697160006367627
461,0.4485463443358033
462,0.11542913883742457
463,-0.14172762499974345
464,-0.35796562694061396
465,-0.625693901227236
466,-0.936428016890374
467,-1.2758513987411397
468,-1.5876713111969403
469,-1.819403376978376
470,-1.9318692999049234
471,-1.9071587112101591
472,-1.7442310672341153
473,-1.4538740121738496
474,-1.0535534565214704
475,-0.563396267829503
476,-0.011341679323666726
477,0.4792737556543901
478,0.6846387144448322
479,0.8799992571085343
480,1.0531204454591132
481,1.1757997790343977
482,1.2219546621305595
483,1.1724668354033467
484,1.0196034872982205
485,0.7697160006367774
486,0.44854634433580204
487,0.11542913883744568
488,-0.14172762499975225
489,-0.35796562694059136
490,-0.625693901227241
491,-0.9364280168903711
492,-1.2758513987411435
493,-1.5876713111969418
494,-1.819403376978377
495,-1.931869299904922
496,-1.9071587112101702
497,-1.7442310672341157
498,-1.453874012173869
499,-1.0535534565214753
500,-0.5633962678295275
501,-0.011341679323674442
502,0.4792737556543943
503,0.6846387144448371
504,0.8799992571085393
505,1.0531204454591174
506,1.1757997790344001
507,1.2219546621305648
508,1.172466835403346
509,1.0196034872982342
510,0.769716000636766
511,0.4485463443358051
512,0.11542913883742534
513,-0.14172762499974306
514,-0.35796562694061346
515,-0.6256939012272354
516,-0.9364280168903734
517,-1.275851398741151
518,-1.587671311196944
519,-1.8194033769783782
520,-1.9318692999049252
521,-1.90715871121016
522,-1.7442310672341161
523,-1.4538740121738505
524,-1.0535534565214715
525,-0.563396267829504
526,-0.01134167932364022
527,0.47927375565439556
528,0.6846387144448524
529,0.8799992571085389
530,1.053120445459125
531,1.1757997790344024
532,1.2219546621305624
533,1.1724668354033483
534,1.0196034872982216
535,0.7697160006367554
536,0.44854634433579466
537,0.11542913883741676
538,-0.1417276249997488
539,-0.3579656269406201
540,-0.6256939012272433
541,-0.9364280168903826
542,-1.2758513987411484
543,-1.5876713111969474
544,-1.8194033769783786
545,-1.9318692999049238
546,-1.9071587112101562
547,-1.7442310672341095
548,-1.4538740121738405
549,-1.0535534565214593
550,-0.5633962678294898
551,-0.011341679323652543
552,0.47927375565439884
553,0.6846387144448367
554,0.8799992571085393
555,1.0531204454591259
556,1.175799779034403
557,1.2219546621305615
558,1.1724668354033452
559,1.0196034872982158
560,0.7697160006367703
561,0.44854634433579355
562,0.1154291388374379
563,-0.1417276249997576
564,-0.3579656269405975
565,-0.6256939012272482
566,-0.9364280168903796
567,-1.275851398741152
568,-1.587671311196949
569,-1.8194033769783813
570,-1.931869299904923
571,-1.9071587112101673
572,-1.7442310672341095
573,-1.4538740121738598
574,-1.0535534565214637
575,-0.563396267829514
576,-0.011341679323660175
577,0.4792737556544031
578,0.6846387144448417
579,0.8799992571085442
580,1.0531204454591212
581,1.1757997790344024
582,1.2219546621305648
583,1.1724668354033436
584,1.019603487298229
585,0.7697160006367701
586,0.44854634433581375
587,0.11542913883743464
588,-0.1417276249997646
589,-0.3579656269406036
590,-0.6256939012272564
591,-0.9364280168903704
592,-1.275851398741155
593,-1.5876713111969432
594,-1.8194033769783795
595,-1.9318692999049283
596,-1.9071587112101662
597,-1.744231067234125
598,-1.4538740121738625
599,-1.0535534565214588
600,-0.5633962678295042
601,-0.011341679323647741
602,0.479273755654387
603,0.6846387144448467
604,0.8799992571085329
605,1.0531204454591203
606,1.1757997790343997
607,1.2219546621305624
608,1.1724668354033516
609,1.019603487298228
610,0.7697160006367645
611,0.44854634433580537
612,0.11542913883742636
613,-0.1417276249997422
614,-0.35796562694061257
615,-0.6256939012272343
616,-0.9364280168903721
617,-1.2758513987411377
618,-1.5876713111969387
619,-1.819403376978373
620,-1.9318692999049225
621,-1.9071587112101587
622,-1.7442310672341157
623,-1.4538740121738511
624,-1.053553456521473
625,-0.5633962678295059
626,-0.011341679323669807
627,0.47927375565438807
628,0.684638714444831
629,0.8799992571085332
630,1.0531204454591212
631,1.1757997790344004
632,1.2219546621305615
633,1.1724668354033483
634,1.0196034872982223
635,0.7697160006367794
636,0.4485463443358042
637,0.1154291388374475
638,-0.14172762499975103
639,-0.35796562694059
640,-0.6256939012272393
641,-0.9364280168903691
642,-1.2758513987411417
643,-1.5876713111969405
644,-1.8194033769783762
645,-1.9318692999049216
646,-1.9071587112101704
647,-1.744231067234117
648,-1.453874012173871
649,-1.0535534565214777
650,-0.5633962678295305
651,-0.01134167932367769
652,0.47927375565436736
653,0.684638714444857
654,0.8799992571085414
655,1.0531204454591192
656,1.175799779034399
657,1.2219546621305595
658,1.1724668354033445
659,1.019603487298234
660,0.7697160006368016
661,0.44854634433580587
662,0.1154291388374409
663,-0.14172762499972905
664,-0.3579656269406252
665,-0.6256939012272437
666,-0.9364280168903701
667,-1.2758513987411346
668,-1.5876713111969392
669,-1.8194033769783735
670,-1.931869299904927
671,-1.9071587112101842
672,-1.7442310672341192
673,-1.4538740121738665
674,-1.0535534565214961
675,-0.5633962678295066
676,-0.011341679323657455
677,0.47927375565437796
678,0.6846387144448204
679,0.8799992571085378
680,1.0531204454591172
681,1.1757997790343984
682,1.2219546621305684
683,1.1724668354033452
684,1.0196034872982305
685,0.7697160006367946
686,0.44854634433579693
687,0.11542913883743255
688,-0.14172762499973482
689,-0.35796562694057893
690,-0.6256939012272448
691,-0.9364280168903572
692,-1.2758513987411333
693,-1.5876713111969305
694,-1.8194033769783693
695,-1.9318692999049216
696,-1.9071587112101778
697,-1.7442310672341108
698,-1.4538740121738558
699,-1.053553456521483
700,-0.5633962678295484
701,-0.011341679323675025
702,0.47927375565437996
703,0.6846387144448255
704,0.8799992571085274
705,1.0531204454591165
706,1.1757997790343977
707,1.2219546621305668
708,1.1724668354033416
709,1.0196034872982245
710,0.7697160006367865
711,0.448546344335814
712,0.11542913883742878
713,-0.14172762499974167
714,-0.35796562694058504
715,-0.6256939012272529
716,-0.936428016890366
717,-1.2758513987411424
718,-1.5876713111969327
719,-1.8194033769783717
720,-1.931869299904921
721,-1.907158711210174
722,-1.7442310672341246
723,-1.4538740121738571
724,-1.0535534565214775
725,-0.5633962678295382
726,-0.011341679323662313
727,0.47927375565438884
728,0.6846387144448304
729,0.8799992571085326
730,1.0531204454591205
731,1.1757997790344
732,1.2219546621305668
733,1.172466835403351
734,1.0196034872982243
735,0.769716000636781
736,0.44854634433583207
737,0.11542913883742514
738,-0.14172762499974859
739,-0.35796562694059114
740,-0.625693901227238
741,-0.9364280168903687
742,-1.2758513987411406
743,-1.5876713111969343
744,-1.8194033769783733
745,-1.93186929990492
746,-1.9071587112101702
747,-1.7442310672341175
748,-1.4538740121738472
749,-1.053553456521465
750,-0.5633962678295237
751,-0.011341679323674442
752,0.4792737556543922
753,0.6846387144448354
754,0.8799992571085223
755,1.0531204454591112
756,1.1757997790343961
757,1.221954662130563
758,1.172466835403346
759,1.0196034872982176
760,0.7697160006367725
761,0.4485463443358226
762,0.11542913883744492
763,-0.14172762499975705
764,-0.35796562694059514
765,-0.6256939012272462
766,-0.9364280168903587
767,-1.275851398741143
768,-1.5876713111969334
769,-1.819403376978373
770,-1.9318692999049176
771,-1.907158711210165
772,-1.7442310672341304
773,-1.453874012173873
774,-1.0535534565214735
775,-0.563396267829522
776,-0.011341679323666948
777,0.47927375565437497
778,0.6846387144448405
779,0.8799992571085261
780,1.053120445459115
781,1.1757997790343984
782,1.221954662130563
783,1.1724668354033434
784,1.0196034872982302
785,0.7697160006367723
786,0.44854634433581636
787,0.11542913883743702
788,-0.14172762499973476
789,-0.3579656269406041
790,-0.6256939012272242
791,-0.9364280168903605
792,-1.2758513987411382
793,-1.5876713111969334
794,-1.819403376978372
795,-1.9318692999049234
796,-1.9071587112101642
797,-1.7442310672341255
798,-1.4538740121738642
799,-1.053553456521489
800,-0.5633962678295248
801,-0.011341679323662257
802,0.479273755654382
803,0.6846387144448454
804,0.8799992571085313
805,1.0531204454591192
806,1.175799779034399
807,1.2219546621305624
808,1.1724668354033525
809,1.0196034872982296
810,0.7697160006367897
811,0.4485463443358162
812,0.11542913883743013
813,-0.1417276249997409
814,-0.3579656269406105
815,-0.6256939012272321
816,-0.9364280168903696
817,-1.275851398741135
818,-1.5876713111969363
819,-1.8194033769783715
820,-1.9318692999049216
821,-1.9071587112101749
822,-1.744231067234126
823,-1.4538740121738587
824,-1.0535534565214792
825,-0.5633962678295118
826,-0.011341679323675358
827,0.4792737556543851
828,0.6846387144448298
829,0.8799992571085318
830,1.05312044545912
831,1.1757997790343997
832,1.2219546621305615
833,1.1724668354033492
834,1.0196034872982238
835,0.7697160006367816
836,0.4485463443358068
837,0.11542913883742169
838,-0.14172762499974667
839,-0.3579656269405907
840,-0.6256939012272367
841,-0.9364280168903675
842,-1.2758513987411393
843,-1.5876713111969385
844,-1.819403376978375
845,-1.9318692999049216
846,-1.907158711210171
847,-1.7442310672341188
848,-1.4538740121738487
849,-1.0535534565214668
850,-0.5633962678295258
851,-0.011341679323676551
852,0.47927375565439084
853,0.6846387144448348
854,0.8799992571085369
855,1.053120445459124
856,1.175799779034402
857,1.2219546621305668
858,1.1724668354033485
859,1.0196034872982194
860,0.7697160006367741
861,0.44854634433582413
862,0.11542913883744615
863,-0.14172762499975625
864,-0.3579656269405942
865,-0.6256939012272451
866,-0.9364280168903755
867,-1.2758513987411482
868,-1.5876713111969405
869,-1.8194033769783773
870,-1.9318692999049207
871,-1.9071587112101676
872,-1.7442310672341326
873,-1.4538740121738503
874,-1.053553456521461
875,-0.5633962678295154
876,-0.011341679323663728
877,0.4792737556543997
878,0.6846387144448396
879,0.8799992571085269
880,1.0531204454591148
881,1.1757997790343981
882,1.221954662130563
883,1.172466835403356
884,1.019603487298218
885,0.7697160006367683
886,0.44854634433581564
887,0.1154291388374379
888,-0.14172762499976205
889,-0.3579656269406008
890,-0.62569390122723
891,-0.9364280168903784
892,-1.2758513987411462
893,-1.5876713111969418
894,-1.8194033769783786
895,-1.9318692999049196
896,-1.9071587112101636
897,-1.7442310672341255
898,-1.4538740121738651
899,-1.0535534565214633
900,-0.5633962678295098
901,-0.011341679323681464
902,0.4792737556544018
903,0.6846387144448448
904,0.8799992571085318
905,1.05312044545911
906,1.1757997790343975
907,1.2219546621305613
908,1.1724668354033523
909,1.019603487298212
910,0.76971600063676
911,0.44854634433580626
912,0.11542913883745766
913,-0.1417276249997705
914,-0.35796562694060474
915,-0.6256939012272383
916,-0.9364280168903503
917,-1.2758513987411426
918,-1.587671311196933
919,-1.8194033769783737
920,-1.931869299904914
921,-1.9071587112101567
922,-1.7442310672341166
923,-1.453874012173879
924,-1.0535534565214646
925,-0.5633962678295039
926,-0.011341679323671361
927,0.47927375565436026
928,0.6846387144448498
929,0.8799992571085342
930,1.0531204454591134
931,1.1757997790343993
932,1.221954662130561
933,1.1724668354033494
934,1.0196034872982427
935,0.7697160006367673
936,0.4485463443358029
937,0.11542913883745023
938,-0.14172762499972016
939,-0.357965626940616
940,-0.6256939012272322
941,-0.9364280168903573
942,-1.2758513987411455
943,-1.5876713111969374
944,-1.8194033769783757
945,-1.931869299904931
946,-1.907158711210161
947,-1.7442310672341146
948,-1.4538740121738718
949,-1.0535534565215086
950,-0.563396267829524
951,-0.011341679323677328
952,0.4792737556543649
953,0.6846387144448549
954,0.8799992571085393
955,1.0531204454591176
956,1.1757997790343981
957,1.2219546621305595
958,1.1724668354033456
959,1.0196034872982365
960,0.7697160006368051
961,0.4485463443358099
962,0.1154291388374445
963,-0.14172762499972658
964,-0.35796562694062234
965,-0.6256939012272402
966,-0.9364280168903664
967,-1.2758513987411306
968,-1.587671311196936
969,-1.8194033769783715
970,-1.9318692999049265
971,-1.907158711210155
972,-1.7442310672341064
973,-1.4538740121738611
974,-1.053553456521496
975,-0.5633962678295095
976,-0.01134167932366198
977,0.47927375565437436
978,0.6846387144448183
979,0.8799992571085355
980,1.0531204454591154
981,1.1757997790343975
982,1.221954662130558
983,1.172466835403342
984,1.0196034872982307
985,0.769716000636797
986,0.44854634433580054
987,0.1154291388374361
988,-0.14172762499973235
989,-0.3579656269405761
990,-0.6256939012272414
991,-0.9364280168903532
992,-1.2758513987411293
993,-1.5876713111969325
994,-1.8194033769783693
995,-1.9318692999049232
996,-1.90715871121018
997,-1.744231067234114
998,-1.4538740121738603
999,-1.0535534565214888
1000,-0.563396267829555
1001,-0.011341679323681797
1002,0.47927375565437585
1003,0.6846387144448235
1004,0.8799992571085404
1005,1.0531204454591194
1006,1.1757997790343997
1007,1.2219546621305684
1008,1.1724668354033436
1009,1.0196034872982274
1010,0.7697160006367901
1011,0.4485463443358445
1012,0.11542913883743702
1013,-0.1417276249997403
1014,-0.3579656269405817
1015,-0.6256939012272498
1016,-0.936428016890362
1017,-1.2758513987411386
1018,-1.5876713111969296
1019,-1.81940337697837
1020,-1.9318692999049119
1021,-1.9071587112101709
1022,-1.7442310672341244
1023,-1.4538740121738596
1024,-1.053553456521454
1025,-0.5633962678295265
1026,-0.011341679323685266
1027,0.4792737556543812
1028,0.6846387144448491
1029,0.8799992571085195
1030,1.0531204454591085
1031,1.1757997790343944
1032,1.2219546621305588
1033,1.1724668354033605
1034,1.0196034872982116
1035,0.7697160006367785
1036,0.4485463443358073
1037,0.11542913883742373
1038,-0.14172762499977315
1039,-0.3579656269405865
1040,-0.6256939012272414
1041,-0.9364280168903659
1042,-1.2758513987411517
1043,-1.587671311196937
1044,-1.8194033769783773
1045,-1.931869299904923
1046,-1.9071587112101582
1047,-1.7442310672341343
1048,-1.4538740121738836
1049,-1.053553456521489
1050,-0.563396267829513
1051,-0.011341679323698978
1052,0.47927375565440905
1053,0.6846387144448335
1054,0.8799992571085364
1055,1.0531204454591057
1056,1.175799779034397
1057,1.2219546621305637
1058,1.1724668354033478
1059,1.0196034872982203
1060,0.7697160006367532
1061,0.4485463443358185
1062,0.11542913883744721
1063,-0.14172762499975428
1064,-0.35796562694061884
1065,-0.6256939012272232
1066,-0.9364280168903596
1067,-1.2758513987411333
1068,-1.5876713111969347
1069,-1.8194033769783733
1070,-1.93186929990491
1071,-1.9071587112101631
1072,-1.7442310672341101
1073,-1.4538740121738891
1074,-1.0535534565214582
1075,-0.5633962678295154
1076,-0.011341679323665643
1077,0.47927375565434777
1078,0.684638714444859
1079,0.8799992571085271
1080,1.0531204454591159
1081,1.1757997790343984
1082,1.2219546621305584
1083,1.172466835403355
1084,1.0196034872982367
1085,0.7697160006367777
1086,0.4485463443357947
1087,0.11542913883746432
1088,-0.14172762499979033
1089,-0.3579656269405943
1090,-0.625693901227258
1091,-0.936428016890346
1092,-1.275851398741157
1093,-1.5876713111969352
1094,-1.8194033769783768
1095,-1.9318692999049358
1096,-1.907158711210157
1097,-1.7442310672341246
1098,-1.4538740121738662
1099,-1.0535534565214655
1100,-0.5633962678294847
1101,-0.011341679323668696
1102,0.4792737556543781
1103,0.6846387144448434
1104,0.8799992571085443
1105,1.0531204454591132
1106,1.175799779034398
1107,1.2219546621305621
1108,1.1724668354033414
1109,1.019603487298245
1110,0.7697160006367523
1111,0.44854634433580587
1112,0.11542913883743139
1113,-0.14172762499970964
1114,-0.35796562694063677
1115,-0.6256939012272251
1116,-0.9364280168903758
1117,-1.2758513987411213
1118,-1.587671311196938
1119,-1.819403376978371
1120,-1.931869299904923
1121,-1.9071587112101618
1122,-1.7442310672341006
1123,-1.453874012173872
1124,-1.05355345652149
1125,-0.5633962678295213
1126,-0.011341679323656456
1127,0.4792737556543618
1128,0.6846387144448275
1129,0.8799992571085284
1130,1.0531204454591179
1131,1.1757997790343966
1132,1.2219546621305553
1133,1.1724668354033474
1134,1.0196034872982247
1135,0.7697160006368073
1136,0.4485463443357923
1137,0.11542913883745015
1138,-0.14172762499974614
1139,-0.35796562694055917
1140,-0.6256939012272532
1141,-0.9364280168903399
1142,-1.2758513987411348
1143,-1.5876713111969276
1144,-1.819403376978368
1145,-1.9318692999049265
1146,-1.9071587112101747
1147,-1.7442310672341228
1148,-1.4538740121738536
1149,-1.0535534565215001
1150,-0.5633962678295492
1151,-0.01134167932369387
1152,0.4792737556543843
1153,0.6846387144448121
1154,0.8799992571085452
1155,1.053120445459115
1156,1.1757997790343995
1157,1.221954662130571
1158,1.1724668354033394
1159,1.0196034872982356
1160,0.7697160006367831
1161,0.4485463443358568
1162,0.11542913883742656
1163,-0.14172762499972405
1164,-0.35796562694059586
1165,-0.6256939012272348
1166,-0.9364280168903714
1167,-1.2758513987411293
1168,-1.5876713111969316
1169,-1.8194033769783697
1170,-1.9318692999049172
1171,-1.9071587112101818
1172,-1.744231067234142
1173,-1.4538740121738831
1174,-1.053553456521483
1175,-0.5633962678295603
1176,-0.01134167932366581
1177,0.4792737556543717
1178,0.6846387144448376
1179,0.879999257108508
1180,1.0531204454591168
1181,1.1757997790343953
1182,1.2219546621305628
1183,1.1724668354033447
1184,1.0196034872982151
1185,0.7697160006367921
1186,0.4485463443358268
1187,0.11542913883744266
1188,-0.14172762499975985
1189,-0.3579656269405714
1190,-0.6256939012272233
1191,-0.9364280168903452
1192,-1.2758513987411306
1193,-1.5876713111969194
1194,-1.8194033769783662
1195,-1.93186929990492
1196,-1.907158711210164
1197,-1.7442310672341486
1198,-1.4538740121738554
1199,-1.053553456521488
1200,-0.563396267829528
1201,-0.011341679323667891
1202,0.4792737556544022
1203,0.6846387144448218
1204,0.8799992571085252
1205,1.0531204454591139
1206,1.175799779034398
1207,1.2219546621305675
1208,1.1724668354033563
1209,1.019603487298234
