1.78,0.89,2.67,1.78,0.89
2.67,1.78,0.89,2.67,1.78
0.89,2.67,1.78,0.89,2.67
1.78,0.89,2.67,1.78,0.89
3.57,1.78,0.89,2.67,1.78
4.46,3.57,1.78,0.89,2.67
6.25,4.46,3.57,1.78,0.89
7.14,6.25,4.46,3.57,1.78
4.02,7.14,6.25,4.46,3.57
8.94,4.02,7.14,6.25,4.46
12.96,8.94,4.02,7.14,6.25
14.75,12.96,8.94,4.02,7.14
0.45,14.75,12.96,8.94,4.02
1.79,0.45,14.75,12.96,8.94
3.58,1.79,0.45,14.75,12.96
5.37,3.58,1.79,0.45,14.75
7.16,5.37,3.58,1.79,0.45
8.949999999999999,7.16,5.37,3.58,1.79
0.89,8.949999999999999,7.16,5.37,3.58
1.78,0.89,8.949999999999999,7.16,5.37
1.79,1.78,0.89,8.949999999999999,7.16
0.45,1.79,1.78,0.89,8.949999999999999
1.34,0.45,1.79,1.78,0.89
2.23,1.34,0.45,1.79,1.78
0.89,2.23,1.34,0.45,1.79
1.78,0.89,2.23,1.34,0.45
0.89,1.78,0.89,2.23,1.34
1.78,0.89,1.78,0.89,2.23
2.67,1.78,0.89,1.78,0.89
3.56,2.67,1.78,0.89,1.78
1.79,3.56,2.67,1.78,0.89
0.89,1.79,3.56,2.67,1.78
1.78,0.89,1.79,3.56,2.67
1.79,1.78,0.89,1.79,3.56
2.68,1.79,1.78,0.89,1.79
3.57,2.68,1.79,1.78,0.89
4.46,3.57,2.68,1.79,1.78
5.35,4.46,3.57,2.68,1.79
0.45,5.35,4.46,3.57,2.68
1.34,0.45,5.35,4.46,3.57
2.23,1.34,0.45,5.35,4.46
3.12,2.23,1.34,0.45,5.35
3.13,3.12,2.23,1.34,0.45
7.15,3.13,3.12,2.23,1.34
4.92,7.15,3.13,3.12,2.23
8.050000000000001,4.92,7.15,3.13,3.12
13.86,8.050000000000001,4.92,7.15,3.13
18.78,13.86,8.050000000000001,4.92,7.15
4.92,18.78,13.86,8.050000000000001,4.92
12.07,4.92,18.78,13.86,8.050000000000001
7.15,12.07,4.92,18.78,13.86
12.07,7.15,12.07,4.92,18.78
17.88,12.07,7.15,12.07,4.92
5.81,17.88,12.07,7.15,12.07
5.81,5.81,17.88,12.07,7.15
10.73,5.81,5.81,17.88,12.07
14.75,10.73,5.81,5.81,17.88
17.88,14.75,10.73,5.81,5.81
21.9,17.88,14.75,10.73,5.81
23.69,21.9,17.88,14.75,10.73
1.79,23.69,21.9,17.88,14.75
3.58,1.79,23.69,21.9,17.88
5.37,3.58,1.79,23.69,21.9
0.89,5.37,3.58,1.79,23.69
3.13,0.89,5.37,3.58,1.79
4.02,3.13,0.89,5.37,3.58
5.81,4.02,3.13,0.89,5.37
7.6,5.81,4.02,3.13,0.89
8.49,7.6,5.81,4.02,3.13
10.28,8.49,7.6,5.81,4.02
12.07,10.28,8.49,7.6,5.81
15.2,12.07,10.28,8.49,7.6
16.99,15.2,12.07,10.28,8.49
20.12,16.99,15.2,12.07,10.28
23.25,20.12,16.99,15.2,12.07
26.38,23.25,20.12,16.99,15.2
0.89,26.38,23.25,20.12,16.99
1.78,0.89,26.38,23.25,20.12
3.57,1.78,0.89,26.38,23.25
3.13,3.57,1.78,0.89,26.38
6.26,3.13,3.57,1.78,0.89
9.390000000000001,6.26,3.13,3.57,1.78
13.41,9.390000000000001,6.26,3.13,3.57
17.43,13.41,9.390000000000001,6.26,3.13
20.56,17.43,13.41,9.390000000000001,6.26
22.35,20.56,17.43,13.41,9.390000000000001
24.14,22.35,20.56,17.43,13.41
25.93,24.14,22.35,20.56,17.43
27.72,25.93,24.14,22.35,20.56
28.61,27.72,25.93,24.14,22.35
0.89,28.61,27.72,25.93,24.14
1.79,0.89,28.61,27.72,25.93
0.89,1.79,0.89,28.61,27.72
2.68,0.89,1.79,0.89,28.61
3.57,2.68,0.89,1.79,0.89
4.46,3.57,2.68,0.89,1.79
0.89,4.46,3.57,2.68,0.89
1.78,0.89,4.46,3.57,2.68
1.79,1.78,0.89,4.46,3.57
0.89,1.79,1.78,0.89,4.46
1.34,0.89,1.79,1.78,0.89
2.23,1.34,0.89,1.79,1.78
3.12,2.23,1.34,0.89,1.79
0.89,3.12,2.23,1.34,0.89
0.89,0.89,3.12,2.23,1.34
0.89,0.89,0.89,3.12,2.23
3.13,0.89,0.89,0.89,3.12
0.89,3.13,0.89,0.89,0.89
1.79,0.89,3.13,0.89,0.89
3.58,1.79,0.89,3.13,0.89
5.37,3.58,1.79,0.89,3.13
6.26,5.37,3.58,1.79,0.89
8.050000000000001,6.26,5.37,3.58,1.79
0.89,8.050000000000001,6.26,5.37,3.58
0.89,0.89,8.050000000000001,6.26,5.37
1.79,0.89,0.89,8.050000000000001,6.26
3.58,1.79,0.89,0.89,8.050000000000001
6.71,3.58,1.79,0.89,0.89
9.84,6.71,3.58,1.79,0.89
11.63,9.84,6.71,3.58,1.79
14.76,11.63,9.84,6.71,3.58
21.91,14.76,11.63,9.84,6.71
29.96,21.91,14.76,11.63,9.84
38.01,29.96,21.91,14.76,11.63
47.84,38.01,29.96,21.91,14.76
57.67,47.84,38.01,29.96,21.91
67.5,57.67,47.84,38.01,29.96
78.68000000000001,67.5,57.67,47.84,38.01
89.86,78.68000000000001,67.5,57.67,47.84
101.04,89.86,78.68000000000001,67.5,57.67
112.22,101.04,89.86,78.68000000000001,67.5
120.27,112.22,101.04,89.86,78.68000000000001
129.21,120.27,112.22,101.04,89.86
142.17,129.21,120.27,112.22,101.04
152,142.17,129.21,120.27,112.22
164.07,152,142.17,129.21,120.27
179.27,164.07,152,142.17,129.21
190.45,179.27,164.07,152,142.17
200.28,190.45,179.27,164.07,152
207.43,200.28,190.45,179.27,164.07
215.48,207.43,200.28,190.45,179.27
220.4,215.48,207.43,200.28,190.45
230.23,220.4,215.48,207.43,200.28
243.19,230.23,220.4,215.48,207.43
255.26,243.19,230.23,220.4,215.48
269.12,255.26,243.19,230.23,220.4
278.95,269.12,255.26,243.19,230.23
290.13,278.95,269.12,255.26,243.19
302.2,290.13,278.95,269.12,255.26
313.38,302.2,290.13,278.95,269.12
323.21,313.38,302.2,290.13,278.95
332.15,323.21,313.38,302.2,290.13
343.33,332.15,323.21,313.38,302.2
351.38,343.33,332.15,323.21,313.38
359.43,351.38,343.33,332.15,323.21
365.24,359.43,351.38,343.33,332.15
372.39,365.24,359.43,351.38,343.33
376.41,372.39,365.24,359.43,351.38
380.43,376.41,372.39,365.24,359.43
385.35,380.43,376.41,372.39,365.24
388.48,385.35,380.43,376.41,372.39
390.27,388.48,385.35,380.43,376.41
394.29,390.27,388.48,385.35,380.43
3.13,394.29,390.27,388.48,385.35
7.15,3.13,394.29,390.27,388.48
11.17,7.15,3.13,394.29,390.27
14.3,11.17,7.15,3.13,394.29
16.09,14.3,11.17,7.15,3.13
1.79,16.09,14.3,11.17,7.15
4.92,1.79,16.09,14.3,11.17
8.050000000000001,4.92,1.79,16.09,14.3
9.84,8.050000000000001,4.92,1.79,16.09
0.89,9.84,8.050000000000001,4.92,1.79
2.68,0.89,9.84,8.050000000000001,4.92
4.47,2.68,0.89,9.84,8.050000000000001
6.26,4.47,2.68,0.89,9.84
1.79,6.26,4.47,2.68,0.89
5.81,1.79,6.26,4.47,2.68
9.83,5.81,1.79,6.26,4.47
11.62,9.83,5.81,1.79,6.26
0.89,11.62,9.83,5.81,1.79
1.78,0.89,11.62,9.83,5.81
2.67,1.78,0.89,11.62,9.83
0.89,2.67,1.78,0.89,11.62
3.13,0.89,2.67,1.78,0.89
4.92,3.13,0.89,2.67,1.78
8.050000000000001,4.92,3.13,0.89,2.67
9.84,8.050000000000001,4.92,3.13,0.89
0.89,9.84,8.050000000000001,4.92,3.13
4.02,0.89,9.84,8.050000000000001,4.92
8.039999999999999,4.02,0.89,9.84,8.050000000000001
15.19,8.039999999999999,4.02,0.89,9.84
20.11,15.19,8.039999999999999,4.02,0.89
25.92,20.11,15.19,8.039999999999999,4.02
29.94,25.92,20.11,15.19,8.039999999999999
37.99,29.94,25.92,20.11,15.19
46.04,37.99,29.94,25.92,20.11
51.85,46.04,37.99,29.94,25.92
57.66,51.85,46.04,37.99,29.94
64.81,57.66,51.85,46.04,37.99
73.75,64.81,57.66,51.85,46.04
82.69,73.75,64.81,57.66,51.85
90.73999999999999,82.69,73.75,64.81,57.66
95.66,90.73999999999999,82.69,73.75,64.81
100.58,95.66,90.73999999999999,82.69,73.75
105.5,100.58,95.66,90.73999999999999,82.69
108.63,105.5,100.58,95.66,90.73999999999999
112.65,108.63,105.5,100.58,95.66
118.46,112.65,108.63,105.5,100.58
125.61,118.46,112.65,108.63,105.5
130.53,125.61,118.46,112.65,108.63
135.45,130.53,125.61,118.46,112.65
138.58,135.45,130.53,125.61,118.46
141.71,138.58,135.45,130.53,125.61
145.73,141.71,138.58,135.45,130.53
1.79,145.73,141.71,138.58,135.45
4.02,1.79,145.73,141.71,138.58
8.94,4.02,1.79,145.73,141.71
14.75,8.94,4.02,1.79,145.73
20.56,14.75,8.94,4.02,1.79
29.5,20.56,14.75,8.94,4.02
37.55,29.5,20.56,14.75,8.94
46.49,37.55,29.5,20.56,14.75
56.32,46.49,37.55,29.5,20.56
64.37,56.32,46.49,37.55,29.5
70.18000000000001,64.37,56.32,46.49,37.55
75.09999999999999,70.18000000000001,64.37,56.32,46.49
80.02,75.09999999999999,70.18000000000001,64.37,56.32
84.94,80.02,75.09999999999999,70.18000000000001,64.37
4.02,84.94,80.02,75.09999999999999,70.18000000000001
5.81,4.02,84.94,80.02,75.09999999999999
15.64,5.81,4.02,84.94,80.02
24.58,15.64,5.81,4.02,84.94
33.52,24.58,15.64,5.81,4.02
38.44,33.52,24.58,15.64,5.81
41.57,38.44,33.52,24.58,15.64
44.7,41.57,38.44,33.52,24.58
3.13,44.7,41.57,38.44,33.52
0.89,3.13,44.7,41.57,38.44
3.13,0.89,3.13,44.7,41.57
3.13,3.13,0.89,3.13,44.7
5.81,3.13,3.13,0.89,3.13
12.96,5.81,3.13,3.13,0.89
16.98,12.96,5.81,3.13,3.13
21.9,16.98,12.96,5.81,3.13
29.05,21.9,16.98,12.96,5.81
36.2,29.05,21.9,16.98,12.96
41.12,36.2,29.05,21.9,16.98
1.79,41.12,36.2,29.05,21.9
1.79,1.79,41.12,36.2,29.05
1.79,1.79,1.79,41.12,36.2
0.89,1.79,1.79,1.79,41.12
2.68,0.89,1.79,1.79,1.79
0.89,2.68,0.89,1.79,1.79
1.79,0.89,2.68,0.89,1.79
1.79,1.79,0.89,2.68,0.89
3.58,1.79,1.79,0.89,2.68
0.45,3.58,1.79,1.79,0.89
1.79,0.45,3.58,1.79,1.79
0.89,1.79,0.45,3.58,1.79
1.79,0.89,1.79,0.45,3.58
0.45,1.79,0.89,1.79,0.45
0.89,0.45,1.79,0.89,1.79
2.68,0.89,0.45,1.79,0.89
4.47,2.68,0.89,0.45,1.79
6.26,4.47,2.68,0.89,0.45
4.02,6.26,4.47,2.68,0.89
8.039999999999999,4.02,6.26,4.47,2.68
9.83,8.039999999999999,4.02,6.26,4.47
1.79,9.83,8.039999999999999,4.02,6.26
3.58,1.79,9.83,8.039999999999999,4.02
1.79,3.58,1.79,9.83,8.039999999999999
3.58,1.79,3.58,1.79,9.83
5.37,3.58,1.79,3.58,1.79
7.16,5.37,3.58,1.79,3.58
8.949999999999999,7.16,5.37,3.58,1.79
10.74,8.949999999999999,7.16,5.37,3.58
13.87,10.74,8.949999999999999,7.16,5.37
0.89,13.87,10.74,8.949999999999999,7.16
0.89,0.89,13.87,10.74,8.949999999999999
0.89,0.89,0.89,13.87,10.74
1.78,0.89,0.89,0.89,13.87
2.67,1.78,0.89,0.89,0.89
3.56,2.67,1.78,0.89,0.89
0.89,3.56,2.67,1.78,0.89
0.89,0.89,3.56,2.67,1.78
0.89,0.89,0.89,3.56,2.67
0.89,0.89,0.89,0.89,3.56
1.79,0.89,0.89,0.89,0.89
3.58,1.79,0.89,0.89,0.89
5.37,3.58,1.79,0.89,0.89
1.79,5.37,3.58,1.79,0.89
4.92,1.79,5.37,3.58,1.79
12.97,4.92,1.79,5.37,3.58
21.91,12.97,4.92,1.79,5.37
29.06,21.91,12.97,4.92,1.79
36.21,29.06,21.91,12.97,4.92
43.36,36.21,29.06,21.91,12.97
49.17,43.36,36.21,29.06,21.91
54.09,49.17,43.36,36.21,29.06
59.01,54.09,49.17,43.36,36.21
63.03,59.01,54.09,49.17,43.36
71.08,63.03,59.01,54.09,49.17
76,71.08,63.03,59.01,54.09
80.02,76,71.08,63.03,59.01
83.15000000000001,80.02,76,71.08,63.03
1.79,83.15000000000001,80.02,76,71.08
1.79,1.79,83.15000000000001,80.02,76
4.92,1.79,1.79,83.15000000000001,80.02
8.050000000000001,4.92,1.79,1.79,83.15000000000001
11.18,8.050000000000001,4.92,1.79,1.79
12.97,11.18,8.050000000000001,4.92,1.79
16.1,12.97,11.18,8.050000000000001,4.92
0.89,16.1,12.97,11.18,8.050000000000001
1.79,0.89,16.1,12.97,11.18
3.58,1.79,0.89,16.1,12.97
0.89,3.58,1.79,0.89,16.1
2.68,0.89,3.58,1.79,0.89
4.47,2.68,0.89,3.58,1.79
6.26,4.47,2.68,0.89,3.58
3.13,6.26,4.47,2.68,0.89
1.79,3.13,6.26,4.47,2.68
2.68,1.79,3.13,6.26,4.47
0.89,2.68,1.79,3.13,6.26
1.78,0.89,2.68,1.79,3.13
2.67,1.78,0.89,2.68,1.79
3.56,2.67,1.78,0.89,2.68
0.89,3.56,2.67,1.78,0.89
0.89,0.89,3.56,2.67,1.78
1.79,0.89,0.89,3.56,2.67
0.89,1.79,0.89,0.89,3.56
0.89,0.89,1.79,0.89,0.89
0.89,0.89,0.89,1.79,0.89
1.78,0.89,0.89,0.89,1.79
2.67,1.78,0.89,0.89,0.89
3.56,2.67,1.78,0.89,0.89
4.45,3.56,2.67,1.78,0.89
0.89,4.45,3.56,2.67,1.78
1.79,0.89,4.45,3.56,2.67
0.89,1.79,0.89,4.45,3.56
1.79,0.89,1.79,0.89,4.45
0.89,1.79,0.89,1.79,0.89
1.78,0.89,1.79,0.89,1.79
1.79,1.78,0.89,1.79,0.89
0.89,1.79,1.78,0.89,1.79
1.78,0.89,1.79,1.78,0.89
0.89,1.78,0.89,1.79,1.78
1.79,0.89,1.78,0.89,1.79
4.92,1.79,0.89,1.78,0.89
6.71,4.92,1.79,0.89,1.78
8.5,6.71,4.92,1.79,0.89
0.89,8.5,6.71,4.92,1.79
0.89,0.89,8.5,6.71,4.92
0.89,0.89,0.89,8.5,6.71
0.89,0.89,0.89,0.89,8.5
1.78,0.89,0.89,0.89,0.89
2.67,1.78,0.89,0.89,0.89
0.89,2.67,1.78,0.89,0.89
0.89,0.89,2.67,1.78,0.89
1.78,0.89,0.89,2.67,1.78
2.67,1.78,0.89,0.89,2.67
3.13,2.67,1.78,0.89,0.89
1.79,3.13,2.67,1.78,0.89
4.02,1.79,3.13,2.67,1.78
13.85,4.02,1.79,3.13,2.67
23.68,13.85,4.02,1.79,3.13
32.62,23.68,13.85,4.02,1.79
43.8,32.62,23.68,13.85,4.02
53.63,43.8,32.62,23.68,13.85
61.68,53.63,43.8,32.62,23.68
70.62,61.68,53.63,43.8,32.62
76.43000000000001,70.62,61.68,53.63,43.8
82.23999999999999,76.43000000000001,70.62,61.68,53.63
90.29000000000001,82.23999999999999,76.43000000000001,70.62,61.68
99.23,90.29000000000001,82.23999999999999,76.43000000000001,70.62
108.17,99.23,90.29000000000001,82.23999999999999,76.43000000000001
116.22,108.17,99.23,90.29000000000001,82.23999999999999
124.27,116.22,108.17,99.23,90.29000000000001
134.1,124.27,116.22,108.17,99.23
142.15,134.1,124.27,116.22,108.17
146.17,142.15,134.1,124.27,116.22
151.09,146.17,142.15,134.1,124.27
156.01,151.09,146.17,142.15,134.1
163.16,156.01,151.09,146.17,142.15
168.97,163.16,156.01,151.09,146.17
173.89,168.97,163.16,156.01,151.09
3.13,173.89,168.97,163.16,156.01
4.92,3.13,173.89,168.97,163.16
3.13,4.92,3.13,173.89,168.97
8.050000000000001,3.13,4.92,3.13,173.89
12.97,8.050000000000001,3.13,4.92,3.13
18.78,12.97,8.050000000000001,3.13,4.92
22.8,18.78,12.97,8.050000000000001,3.13
4.02,22.8,18.78,12.97,8.050000000000001
3.13,4.02,22.8,18.78,12.97
5.81,3.13,4.02,22.8,18.78
10.73,5.81,3.13,4.02,22.8
4.92,10.73,5.81,3.13,4.02
16.1,4.92,10.73,5.81,3.13
23.25,16.1,4.92,10.73,5.81
29.06,23.25,16.1,4.92,10.73
34.87,29.06,23.25,16.1,4.92
42.02,34.87,29.06,23.25,16.1
49.17,42.02,34.87,29.06,23.25
52.3,49.17,42.02,34.87,29.06
56.32,52.3,49.17,42.02,34.87
59.45,56.32,52.3,49.17,42.02
63.47,59.45,56.32,52.3,49.17
68.39,63.47,59.45,56.32,52.3
74.2,68.39,63.47,59.45,56.32
78.22,74.2,68.39,63.47,59.45
85.37,78.22,74.2,68.39,63.47
95.2,85.37,78.22,74.2,68.39
103.25,95.2,85.37,78.22,74.2
112.19,103.25,95.2,85.37,78.22
120.24,112.19,103.25,95.2,85.37
126.05,120.24,112.19,103.25,95.2
131.86,126.05,120.24,112.19,103.25
136.78,131.86,126.05,120.24,112.19
0.89,136.78,131.86,126.05,120.24
1.78,0.89,136.78,131.86,126.05
2.67,1.78,0.89,136.78,131.86
0.89,2.67,1.78,0.89,136.78
0.89,0.89,2.67,1.78,0.89
1.78,0.89,0.89,2.67,1.78
2.67,1.78,0.89,0.89,2.67
3.56,2.67,1.78,0.89,0.89
0.89,3.56,2.67,1.78,0.89
0.89,0.89,3.56,2.67,1.78
0.89,0.89,0.89,3.56,2.67
0.89,0.89,0.89,0.89,3.56
1.34,0.89,0.89,0.89,0.89
1.79,1.34,0.89,0.89,0.89
3.13,1.79,1.34,0.89,0.89
0.89,3.13,1.79,1.34,0.89
1.79,0.89,3.13,1.79,1.34
1.79,1.79,0.89,3.13,1.79
0.89,1.79,1.79,0.89,3.13
3.13,0.89,1.79,1.79,0.89
0.89,3.13,0.89,1.79,1.79
4.02,0.89,3.13,0.89,1.79
8.039999999999999,4.02,0.89,3.13,0.89
9.83,8.039999999999999,4.02,0.89,3.13
11.62,9.83,8.039999999999999,4.02,0.89
13.41,11.62,9.83,8.039999999999999,4.02
0.89,13.41,11.62,9.83,8.039999999999999
0.89,0.89,13.41,11.62,9.83
0.89,0.89,0.89,13.41,11.62
1.78,0.89,0.89,0.89,13.41
2.67,1.78,0.89,0.89,0.89
3.12,2.67,1.78,0.89,0.89
0.89,3.12,2.67,1.78,0.89
1.79,0.89,3.12,2.67,1.78
3.58,1.79,0.89,3.12,2.67
5.37,3.58,1.79,0.89,3.12
7.16,5.37,3.58,1.79,0.89
10.29,7.16,5.37,3.58,1.79
15.21,10.29,7.16,5.37,3.58
1.79,15.21,10.29,7.16,5.37
1.79,1.79,15.21,10.29,7.16
4.92,1.79,1.79,15.21,10.29
1.79,4.92,1.79,1.79,15.21
2.68,1.79,4.92,1.79,1.79
3.57,2.68,1.79,4.92,1.79
1.79,3.57,2.68,1.79,4.92
3.58,1.79,3.57,2.68,1.79
5.37,3.58,1.79,3.57,2.68
7.16,5.37,3.58,1.79,3.57
8.949999999999999,7.16,5.37,3.58,1.79
0.45,8.949999999999999,7.16,5.37,3.58
0.89,0.45,8.949999999999999,7.16,5.37
2.68,0.89,0.45,8.949999999999999,7.16
4.47,2.68,0.89,0.45,8.949999999999999
0.89,4.47,2.68,0.89,0.45
1.78,0.89,4.47,2.68,0.89
0.89,1.78,0.89,4.47,2.68
1.79,0.89,1.78,0.89,4.47
0.89,1.79,0.89,1.78,0.89
0.89,0.89,1.79,0.89,1.78
0.89,0.89,0.89,1.79,0.89
9.83,0.89,0.89,0.89,1.79
18.77,9.83,0.89,0.89,0.89
28.6,18.77,9.83,0.89,0.89
38.43,28.6,18.77,9.83,0.89
49.61,38.43,28.6,18.77,9.83
57.66,49.61,38.43,28.6,18.77
69.73,57.66,49.61,38.43,28.6
82.69,69.73,57.66,49.61,38.43
94.76000000000001,82.69,69.73,57.66,49.61
105.94,94.76000000000001,82.69,69.73,57.66
118.01,105.94,94.76000000000001,82.69,69.73
129.19,118.01,105.94,94.76000000000001,82.69
141.26,129.19,118.01,105.94,94.76000000000001
152.44,141.26,129.19,118.01,105.94
160.49,152.44,141.26,129.19,118.01
168.54,160.49,152.44,141.26,129.19
175.69,168.54,160.49,152.44,141.26
179.71,175.69,168.54,160.49,152.44
185.52,179.71,175.69,168.54,160.49
189.54,185.52,179.71,175.69,168.54
194.46,189.54,185.52,179.71,175.69
197.59,194.46,189.54,185.52,179.71
201.61,197.59,194.46,189.54,185.52
205.63,201.61,197.59,194.46,189.54
211.44,205.63,201.61,197.59,194.46
215.46,211.44,205.63,201.61,197.59
222.61,215.46,211.44,205.63,201.61
231.55,222.61,215.46,211.44,205.63
240.49,231.55,222.61,215.46,211.44
250.32,240.49,231.55,222.61,215.46
261.5,250.32,240.49,231.55,222.61
271.33,261.5,250.32,240.49,231.55
280.27,271.33,261.5,250.32,240.49
286.08,280.27,271.33,261.5,250.32
290.1,286.08,280.27,271.33,261.5
294.12,290.1,286.08,280.27,271.33
298.14,294.12,290.1,286.08,280.27
303.06,298.14,294.12,290.1,286.08
307.08,303.06,298.14,294.12,290.1
310.21,307.08,303.06,298.14,294.12
313.34,310.21,307.08,303.06,298.14
318.26,313.34,310.21,307.08,303.06
321.39,318.26,313.34,310.21,307.08
0.89,321.39,318.26,313.34,310.21
1.78,0.89,321.39,318.26,313.34
5.8,1.78,0.89,321.39,318.26
9.82,5.8,1.78,0.89,321.39
11.61,9.82,5.8,1.78,0.89
0.89,11.61,9.82,5.8,1.78
1.78,0.89,11.61,9.82,5.8
2.67,1.78,0.89,11.61,9.82
1.79,2.67,1.78,0.89,11.61
3.58,1.79,2.67,1.78,0.89
0.89,3.58,1.79,2.67,1.78
1.79,0.89,3.58,1.79,2.67
3.58,1.79,0.89,3.58,1.79
7.6,3.58,1.79,0.89,3.58
9.390000000000001,7.6,3.58,1.79,0.89
0.89,9.390000000000001,7.6,3.58,1.79
1.79,0.89,9.390000000000001,7.6,3.58
3.58,1.79,0.89,9.390000000000001,7.6
0.89,3.58,1.79,0.89,9.390000000000001
1.78,0.89,3.58,1.79,0.89
2.67,1.78,0.89,3.58,1.79
1.79,2.67,1.78,0.89,3.58
1.79,1.79,2.67,1.78,0.89
0.89,1.79,1.79,2.67,1.78
2.68,0.89,1.79,1.79,2.67
4.47,2.68,0.89,1.79,1.79
7.6,4.47,2.68,0.89,1.79
8.49,7.6,4.47,2.68,0.89
10.28,8.49,7.6,4.47,2.68
12.07,10.28,8.49,7.6,4.47
13.86,12.07,10.28,8.49,7.6
16.99,13.86,12.07,10.28,8.49
1.79,16.99,13.86,12.07,10.28
1.79,1.79,16.99,13.86,12.07
1.79,1.79,1.79,16.99,13.86
1.79,1.79,1.79,1.79,16.99
3.58,1.79,1.79,1.79,1.79
5.37,3.58,1.79,1.79,1.79
7.16,5.37,3.58,1.79,1.79
